year,state,candidate,party
1992,Massachusetts,"Dodge, Earl",prohibition
1992,New Mexico,"Dodge, Earl",prohibition
1996,Arkansas,"Dodge, Earl",prohibition
1996,Colorado,"Dodge, Earl",prohibition
1996,Utah,"Dodge, Earl",prohibition
2000,Colorado,"Dodge, Earl",prohibition
2004,Colorado,"Dodge, Earl",prohibition
1996,Alabama,"Dole, Robert",republican
1996,Alaska,"Dole, Robert",republican
1996,Arizona,"Dole, Robert",republican
1996,Arkansas,"Dole, Robert",republican
1996,California,"Dole, Robert",republican
1996,Colorado,"Dole, Robert",republican
1996,Connecticut,"Dole, Robert",republican
1996,Delaware,"Dole, Robert",republican
1996,District of Columbia,"Dole, Robert",republican
1996,Florida,"Dole, Robert",republican
1996,Georgia,"Dole, Robert",republican
1996,Hawaii,"Dole, Robert",republican
1996,Idaho,"Dole, Robert",republican
1996,Illinois,"Dole, Robert",republican
1996,Indiana,"Dole, Robert",republican
1996,Iowa,"Dole, Robert",republican
1996,Kansas,"Dole, Robert",republican
1996,Kentucky,"Dole, Robert",republican
1996,Louisiana,"Dole, Robert",republican
1996,Maine,"Dole, Robert",republican
1996,Maryland,"Dole, Robert",republican
1996,Massachusetts,"Dole, Robert",republican
1996,Michigan,"Dole, Robert",republican
1996,Minnesota,"Dole, Robert",republican
1996,Mississippi,"Dole, Robert",republican
1996,Missouri,"Dole, Robert",republican
1996,Montana,"Dole, Robert",republican
1996,Nebraska,"Dole, Robert",republican
1996,Nevada,"Dole, Robert",republican
1996,New Hampshire,"Dole, Robert",republican
1996,New Jersey,"Dole, Robert",republican
1996,New Mexico,"Dole, Robert",republican
1996,New York,"Dole, Robert",republican
1996,New York,"Dole, Robert",republican
1996,New York,"Dole, Robert",republican
1996,North Carolina,"Dole, Robert",republican
1996,North Dakota,"Dole, Robert",republican
1996,Ohio,"Dole, Robert",republican
1996,Oklahoma,"Dole, Robert",republican
1996,Oregon,"Dole, Robert",republican
1996,Pennsylvania,"Dole, Robert",republican
1996,Rhode Island,"Dole, Robert",republican
1996,South Carolina,"Dole, Robert",republican
1996,South Dakota,"Dole, Robert",republican
1996,Tennessee,"Dole, Robert",republican
1996,Texas,"Dole, Robert",republican
1996,Utah,"Dole, Robert",republican
1996,Vermont,"Dole, Robert",republican
1996,Virginia,"Dole, Robert",republican
1996,Washington,"Dole, Robert",republican
1996,West Virginia,"Dole, Robert",republican
1996,Wisconsin,"Dole, Robert",republican
1996,Wyoming,"Dole, Robert",republican
1988,Alabama,"Dukakis, Michael",democrat
1988,Alaska,"Dukakis, Michael",democrat
1988,Arizona,"Dukakis, Michael",democrat
1988,Arkansas,"Dukakis, Michael",democrat
1988,California,"Dukakis, Michael",democrat
1988,Colorado,"Dukakis, Michael",democrat
1988,Connecticut,"Dukakis, Michael",democrat
1988,Delaware,"Dukakis, Michael",democrat
1988,District of Columbia,"Dukakis, Michael",democrat
1988,Florida,"Dukakis, Michael",democrat
1988,Georgia,"Dukakis, Michael",democrat
1988,Hawaii,"Dukakis, Michael",democrat
1988,Idaho,"Dukakis, Michael",democrat
1988,Illinois,"Dukakis, Michael",democrat
1988,Indiana,"Dukakis, Michael",democrat
1988,Iowa,"Dukakis, Michael",democrat
1988,Kansas,"Dukakis, Michael",democrat
1988,Kentucky,"Dukakis, Michael",democrat
1988,Louisiana,"Dukakis, Michael",democrat
1988,Maine,"Dukakis, Michael",democrat
1988,Maryland,"Dukakis, Michael",democrat
1988,Massachusetts,"Dukakis, Michael",democrat
1988,Michigan,"Dukakis, Michael",democrat
1988,Minnesota,"Dukakis, Michael",democrat
1988,Mississippi,"Dukakis, Michael",democrat
1988,Missouri,"Dukakis, Michael",democrat
1988,Montana,"Dukakis, Michael",democrat
1988,Nebraska,"Dukakis, Michael",democrat
1988,Nevada,"Dukakis, Michael",democrat
1988,New Hampshire,"Dukakis, Michael",democrat
1988,New Jersey,"Dukakis, Michael",democrat
1988,New Mexico,"Dukakis, Michael",democrat
1988,New York,"Dukakis, Michael",democrat
1988,New York,"Dukakis, Michael",democrat
1988,North Carolina,"Dukakis, Michael",democrat
1988,North Dakota,"Dukakis, Michael",democrat
1988,Ohio,"Dukakis, Michael",democrat
1988,Oklahoma,"Dukakis, Michael",democrat
1988,Oregon,"Dukakis, Michael",democrat
1988,Pennsylvania,"Dukakis, Michael",democrat
1988,Rhode Island,"Dukakis, Michael",democrat
1988,South Carolina,"Dukakis, Michael",democrat
1988,South Dakota,"Dukakis, Michael",democrat
1988,Tennessee,"Dukakis, Michael",democrat
1988,Texas,"Dukakis, Michael",democrat
1988,Utah,"Dukakis, Michael",democrat
1988,Vermont,"Dukakis, Michael",democrat
1988,Virginia,"Dukakis, Michael",democrat
1988,Washington,"Dukakis, Michael",democrat
1988,West Virginia,"Dukakis, Michael",democrat
1988,Wisconsin,"Dukakis, Michael",democrat
1988,Wyoming,"Dukakis, Michael",democrat
1988,Iowa,"Duke, David",populist
1988,Kentucky,"Duke, David",populist
1988,Louisiana,"Duke, David",populist
1988,Minnesota,"Duke, David",populist
1988,New Jersey,"Duke, David",populist
1988,Pennsylvania,"Duke, David",populist
1988,Rhode Island,"Duke, David",populist
1988,Vermont,"Duke, David",populist
2012,Ohio,"Duncan, Richard",independent
2016,Colorado,"Emidio """"Mimi"""", Soltysik",socialist party usa
2016,Indiana,"Emidio """"Mimi"""", Soltysik",socialist party usa
2016,Michigan,"Emidio """"Mimi"""", Soltysik",socialist party usa
1996,California,"Feinland, Marsha",peace & freedom
2012,Louisiana,"Fellure, Lowell Jackson """"Jack""""",prohibition
1996,Arkansas,"Forbes, Ralph",america first
1976,Alabama,"Ford, Gerald",republican
1976,Alaska,"Ford, Gerald",republican
1976,Arizona,"Ford, Gerald",republican
1976,Arkansas,"Ford, Gerald",republican
1976,California,"Ford, Gerald",republican
1976,Colorado,"Ford, Gerald",republican
1976,Connecticut,"Ford, Gerald",republican
1976,Delaware,"Ford, Gerald",republican
1976,District of Columbia,"Ford, Gerald",republican
1976,Florida,"Ford, Gerald",republican
1976,Georgia,"Ford, Gerald",republican
1976,Hawaii,"Ford, Gerald",republican
1976,Idaho,"Ford, Gerald",republican
1976,Illinois,"Ford, Gerald",republican
1976,Indiana,"Ford, Gerald",republican
1976,Iowa,"Ford, Gerald",republican
1976,Kansas,"Ford, Gerald",republican
1976,Kentucky,"Ford, Gerald",republican
1976,Louisiana,"Ford, Gerald",republican
1976,Maine,"Ford, Gerald",republican
1976,Maryland,"Ford, Gerald",republican
1976,Massachusetts,"Ford, Gerald",republican
1976,Michigan,"Ford, Gerald",republican
1976,Minnesota,"Ford, Gerald",republican
1976,Mississippi,"Ford, Gerald",republican
1976,Missouri,"Ford, Gerald",republican
1976,Montana,"Ford, Gerald",republican
1976,Nebraska,"Ford, Gerald",republican
1976,Nevada,"Ford, Gerald",republican
1976,New Hampshire,"Ford, Gerald",republican
1976,New Jersey,"Ford, Gerald",republican
1976,New Mexico,"Ford, Gerald",republican
1976,New York,"Ford, Gerald",republican
1976,New York,"Ford, Gerald",republican
1976,North Carolina,"Ford, Gerald",republican
1976,North Dakota,"Ford, Gerald",republican
1976,Ohio,"Ford, Gerald",republican
1976,Oklahoma,"Ford, Gerald",republican
1976,Oregon,"Ford, Gerald",republican
1976,Pennsylvania,"Ford, Gerald",republican
1976,Rhode Island,"Ford, Gerald",republican
1976,South Carolina,"Ford, Gerald",republican
1976,South Dakota,"Ford, Gerald",republican
1976,Tennessee,"Ford, Gerald",republican
1976,Texas,"Ford, Gerald",republican
1976,Utah,"Ford, Gerald",republican
1976,Vermont,"Ford, Gerald",republican
1976,Virginia,"Ford, Gerald",republican
1976,Washington,"Ford, Gerald",republican
1976,West Virginia,"Ford, Gerald",republican
1976,Wisconsin,"Ford, Gerald",republican
1976,Wyoming,"Ford, Gerald",republican
1988,Alaska,"Fulani, Lenora",new alliance
1988,Arizona,"Fulani, Lenora",new alliance
1988,Arkansas,"Fulani, Lenora",new alliance
1988,California,"Fulani, Lenora",new alliance
1988,Colorado,"Fulani, Lenora",new alliance
1988,Connecticut,"Fulani, Lenora",new alliance
1988,Delaware,"Fulani, Lenora",new alliance
1988,Florida,"Fulani, Lenora",new alliance
1988,Georgia,"Fulani, Lenora",new alliance
1988,Hawaii,"Fulani, Lenora",new alliance
1988,Idaho,"Fulani, Lenora",new alliance
1988,Illinois,"Fulani, Lenora",new alliance
1988,Indiana,"Fulani, Lenora",new alliance
1988,Iowa,"Fulani, Lenora",new alliance
1988,Kentucky,"Fulani, Lenora",new alliance
1988,Louisiana,"Fulani, Lenora",new alliance
1988,Maine,"Fulani, Lenora",new alliance
1988,Maryland,"Fulani, Lenora",new alliance
1988,Massachusetts,"Fulani, Lenora",new alliance
1988,Minnesota,"Fulani, Lenora",new alliance
1988,Missouri,"Fulani, Lenora",new alliance
1988,Montana,"Fulani, Lenora",new alliance
1988,Nebraska,"Fulani, Lenora",new alliance
1988,Nevada,"Fulani, Lenora",new alliance
1988,New Hampshire,"Fulani, Lenora",new alliance
1988,New Jersey,"Fulani, Lenora",new alliance
1988,New Mexico,"Fulani, Lenora",new alliance
1988,New York,"Fulani, Lenora",new alliance
1988,North Carolina,"Fulani, Lenora",new alliance
1988,North Dakota,"Fulani, Lenora",new alliance
1988,Ohio,"Fulani, Lenora",new alliance
1988,Oklahoma,"Fulani, Lenora",new alliance
1988,Oregon,"Fulani, Lenora",new alliance
1988,Pennsylvania,"Fulani, Lenora",new alliance
1988,Rhode Island,"Fulani, Lenora",new alliance
1988,South Carolina,"Fulani, Lenora",new alliance
1988,Texas,"Fulani, Lenora",new alliance
1988,Utah,"Fulani, Lenora",new alliance
1988,Vermont,"Fulani, Lenora",new alliance
1988,Virginia,"Fulani, Lenora",new alliance
1988,Washington,"Fulani, Lenora",new alliance
1988,West Virginia,"Fulani, Lenora",new alliance
1988,Wyoming,"Fulani, Lenora",new alliance
1992,Alaska,"Fulani, Lenora",new alliance
1992,Arizona,"Fulani, Lenora",new alliance
1992,Colorado,"Fulani, Lenora",new alliance
1992,Connecticut,"Fulani, Lenora",new alliance
1992,Delaware,"Fulani, Lenora",new alliance
1992,District of Columbia,"Fulani, Lenora",new alliance
1992,Hawaii,"Fulani, Lenora",new alliance
1992,Illinois,"Fulani, Lenora",new alliance
1992,Indiana,"Fulani, Lenora",new alliance
1992,Iowa,"Fulani, Lenora",new alliance
1992,Kentucky,"Fulani, Lenora",new alliance
1992,Louisiana,"Fulani, Lenora",new alliance
1992,Maine,"Fulani, Lenora",new alliance
1992,Maryland,"Fulani, Lenora",new alliance
1992,Massachusetts,"Fulani, Lenora",new alliance
1992,Minnesota,"Fulani, Lenora",new alliance
1992,Nevada,"Fulani, Lenora",new alliance
1992,New Hampshire,"Fulani, Lenora",new alliance
1992,New Jersey,"Fulani, Lenora",new alliance
1992,New Mexico,"Fulani, Lenora",new alliance
1992,New York,"Fulani, Lenora",new alliance
1992,North Carolina,"Fulani, Lenora",new alliance
1992,Oregon,"Fulani, Lenora",new alliance
1992,Pennsylvania,"Fulani, Lenora",new alliance
1992,Rhode Island,"Fulani, Lenora",new alliance
1992,South Carolina,"Fulani, Lenora",new alliance
1992,Utah,"Fulani, Lenora",new alliance
1992,Vermont,"Fulani, Lenora",new alliance
1992,Washington,"Fulani, Lenora",new alliance
1992,Wyoming,"Fulani, Lenora",new alliance
1980,New Jersey,"Gahres, William """"Bill""""",down with lawyers
2012,Colorado,"Goode, Virgil Hamlin, Jr.",constitution party
2012,Florida,"Goode, Virgil Hamlin, Jr.",constitution party
2012,Idaho,"Goode, Virgil Hamlin, Jr.",constitution party
2012,Iowa,"Goode, Virgil Hamlin, Jr.",constitution party
2012,Louisiana,"Goode, Virgil Hamlin, Jr.",constitution party
2012,Michigan,"Goode, Virgil Hamlin, Jr.",constitution party
2012,Minnesota,"Goode, Virgil Hamlin, Jr.",constitution party
2012,Mississippi,"Goode, Virgil Hamlin, Jr.",constitution party
2012,Missouri,"Goode, Virgil Hamlin, Jr.",constitution party
2012,Nevada,"Goode, Virgil Hamlin, Jr.",constitution party
2012,New Hampshire,"Goode, Virgil Hamlin, Jr.",constitution party
2012,New Jersey,"Goode, Virgil Hamlin, Jr.",constitution party
2012,New Mexico,"Goode, Virgil Hamlin, Jr.",constitution party
2012,New York,"Goode, Virgil Hamlin, Jr.",constitution party
2012,North Dakota,"Goode, Virgil Hamlin, Jr.",constitution party
2012,Ohio,"Goode, Virgil Hamlin, Jr.",constitution party
2012,Rhode Island,"Goode, Virgil Hamlin, Jr.",constitution party
2012,South Carolina,"Goode, Virgil Hamlin, Jr.",constitution party
2012,South Dakota,"Goode, Virgil Hamlin, Jr.",constitution party
2012,Tennessee,"Goode, Virgil Hamlin, Jr.",constitution party
2012,Utah,"Goode, Virgil Hamlin, Jr.",constitution party
2012,Virginia,"Goode, Virgil Hamlin, Jr.",constitution party
2012,Washington,"Goode, Virgil Hamlin, Jr.",constitution party
2012,Wisconsin,"Goode, Virgil Hamlin, Jr.",constitution party
2012,Wyoming,"Goode, Virgil Hamlin, Jr.",constitution party
2000,Alabama,"Gore, Al",democrat
2000,Alaska,"Gore, Al",democrat
2000,Arizona,"Gore, Al",democrat
2000,Arkansas,"Gore, Al",democrat
2000,California,"Gore, Al",democrat
2000,Colorado,"Gore, Al",democrat
2000,Connecticut,"Gore, Al",democrat
2000,Delaware,"Gore, Al",democrat
2000,District of Columbia,"Gore, Al",democrat
2000,Florida,"Gore, Al",democrat
2000,Georgia,"Gore, Al",democrat
2000,Hawaii,"Gore, Al",democrat
2000,Idaho,"Gore, Al",democrat
2000,Illinois,"Gore, Al",democrat
2000,Indiana,"Gore, Al",democrat
2000,Iowa,"Gore, Al",democrat
2000,Kansas,"Gore, Al",democrat
2000,Kentucky,"Gore, Al",democrat
2000,Louisiana,"Gore, Al",democrat
2000,Maine,"Gore, Al",democrat
2000,Maryland,"Gore, Al",democrat
2000,Massachusetts,"Gore, Al",democrat
2000,Michigan,"Gore, Al",democrat
2000,Minnesota,"Gore, Al",democrat
2000,Mississippi,"Gore, Al",democrat
2000,Missouri,"Gore, Al",democrat
2000,Montana,"Gore, Al",democrat
2000,Nebraska,"Gore, Al",democrat
2000,Nevada,"Gore, Al",democrat
2000,New Hampshire,"Gore, Al",democrat
2000,New Jersey,"Gore, Al",democrat
2000,New Mexico,"Gore, Al",democrat
2000,New York,"Gore, Al",democrat
2000,New York,"Gore, Al",democrat
2000,New York,"Gore, Al",democrat
2000,North Carolina,"Gore, Al",democrat
2000,North Dakota,"Gore, Al",democrat
2000,Ohio,"Gore, Al",democrat
2000,Oklahoma,"Gore, Al",democrat
2000,Oregon,"Gore, Al",democrat
2000,Pennsylvania,"Gore, Al",democrat
2000,Rhode Island,"Gore, Al",democrat
2000,South Carolina,"Gore, Al",democrat
2000,South Dakota,"Gore, Al",democrat
2000,Tennessee,"Gore, Al",democrat
2000,Texas,"Gore, Al",democrat
2000,Utah,"Gore, Al",democrat
2000,Vermont,"Gore, Al",democrat
2000,Virginia,"Gore, Al",democrat
2000,Washington,"Gore, Al",democrat
2000,West Virginia,"Gore, Al",democrat
2000,Wisconsin,"Gore, Al",democrat
2000,Wyoming,"Gore, Al",democrat
1980,Delaware,"Greaves, Percy L, Jr.",american
1980,Indiana,"Greaves, Percy L, Jr.",american
1980,Iowa,"Greaves, Percy L, Jr.",american
1980,North Dakota,"Greaves, Percy L, Jr.",american
1980,Utah,"Greaves, Percy L, Jr.",american
1980,Arizona,"Griswold, Deirdre",workers world
1980,District of Columbia,"Griswold, Deirdre",workers world
1980,Illinois,"Griswold, Deirdre",workers world
1980,Minnesota,"Griswold, Deirdre",workers world
1980,Mississippi,"Griswold, Deirdre",workers world
1980,New Hampshire,"Griswold, Deirdre",workers world
1980,New Jersey,"Griswold, Deirdre",workers world
1980,New York,"Griswold, Deirdre",workers world
1980,Ohio,"Griswold, Deirdre",workers world
1980,Rhode Island,"Griswold, Deirdre",workers world
1980,Tennessee,"Griswold, Deirdre",workers world
1980,Washington,"Griswold, Deirdre",workers world
1980,Wisconsin,"Griswold, Deirdre",workers world
1992,Alaska,"Gritz, James """"Bo""""",populist
1992,Arizona,"Gritz, James """"Bo""""",populist
1992,Colorado,"Gritz, James """"Bo""""",populist
1992,Hawaii,"Gritz, James """"Bo""""",populist
1992,Idaho,"Gritz, James """"Bo""""",populist
1992,Illinois,"Gritz, James """"Bo""""",populist
1992,Iowa,"Gritz, James """"Bo""""",populist
1992,Louisiana,"Gritz, James """"Bo""""",populist
1992,Minnesota,"Gritz, James """"Bo""""",populist
1992,Nevada,"Gritz, James """"Bo""""",populist
1992,New Jersey,"Gritz, James """"Bo""""",populist
1992,Utah,"Gritz, James """"Bo""""",populist
1992,Washington,"Gritz, James """"Bo""""",populist
1992,Alaska,"Hagelin, John",natural law
1992,Arizona,"Hagelin, John",natural law
1992,Colorado,"Hagelin, John",natural law
1992,District of Columbia,"Hagelin, John",natural law
1992,Hawaii,"Hagelin, John",natural law
1992,Illinois,"Hagelin, John",natural law
1992,Iowa,"Hagelin, John",natural law
1992,Kentucky,"Hagelin, John",natural law
1992,Louisiana,"Hagelin, John",natural law
1992,Massachusetts,"Hagelin, John",natural law
1992,Michigan,"Hagelin, John",natural law
1992,Minnesota,"Hagelin, John",natural law
1992,Nevada,"Hagelin, John",natural law
1992,New Hampshire,"Hagelin, John",natural law
1992,New Jersey,"Hagelin, John",natural law
1992,New Mexico,"Hagelin, John",natural law
1992,New York,"Hagelin, John",natural law
1992,North Carolina,"Hagelin, John",natural law
1992,Rhode Island,"Hagelin, John",natural law
1992,Utah,"Hagelin, John",natural law
1992,Vermont,"Hagelin, John",natural law
1992,Washington,"Hagelin, John",natural law
1992,Wisconsin,"Hagelin, John",natural law
1996,Alabama,"Hagelin, John",natural law
1996,Alaska,"Hagelin, John",natural law
1996,Arkansas,"Hagelin, John",natural law
1996,California,"Hagelin, John",natural law
1996,Colorado,"Hagelin, John",natural law
1996,Connecticut,"Hagelin, John",natural law
1996,Delaware,"Hagelin, John",natural law
1996,District of Columbia,"Hagelin, John",natural law
1996,Hawaii,"Hagelin, John",natural law
1996,Idaho,"Hagelin, John",natural law
1996,Illinois,"Hagelin, John",natural law
1996,Iowa,"Hagelin, John",natural law
1996,Kentucky,"Hagelin, John",natural law
1996,Louisiana,"Hagelin, John",natural law
1996,Maine,"Hagelin, John",natural law
1996,Maryland,"Hagelin, John",natural law
1996,Massachusetts,"Hagelin, John",natural law
1996,Michigan,"Hagelin, John",natural law
1996,Minnesota,"Hagelin, John",natural law
1996,Mississippi,"Hagelin, John",natural law
1996,Missouri,"Hagelin, John",natural law
1996,Montana,"Hagelin, John",natural law
1996,Nebraska,"Hagelin, John",natural law
1996,Nevada,"Hagelin, John",natural law
1996,New Mexico,"Hagelin, John",natural law
1996,New York,"Hagelin, John",natural law
1996,North Carolina,"Hagelin, John",natural law
1996,North Dakota,"Hagelin, John",natural law
1996,Ohio,"Hagelin, John",natural law
1996,Oregon,"Hagelin, John",natural law
1996,Pennsylvania,"Hagelin, John",natural law
1996,Rhode Island,"Hagelin, John",natural law
1996,Texas,"Hagelin, John",natural law
1996,Utah,"Hagelin, John",natural law
1996,Vermont,"Hagelin, John",natural law
1996,Virginia,"Hagelin, John",natural law
1996,Washington,"Hagelin, John",natural law
1996,Wyoming,"Hagelin, John",natural law
2000,Alaska,"Hagelin, John",natural law
2000,Arizona,"Hagelin, John",natural law
2000,Arkansas,"Hagelin, John",natural law
2000,California,"Hagelin, John",natural law
2000,Colorado,"Hagelin, John",natural law
2000,Colorado,"Hagelin, John",natural law
2000,Delaware,"Hagelin, John",natural law
2000,Florida,"Hagelin, John",natural law
2000,Hawaii,"Hagelin, John",natural law
2000,Idaho,"Hagelin, John",natural law
2000,Iowa,"Hagelin, John",natural law
2000,Kentucky,"Hagelin, John",natural law
2000,Louisiana,"Hagelin, John",natural law
2000,Massachusetts,"Hagelin, John",natural law
2000,Michigan,"Hagelin, John",natural law
2000,Mississippi,"Hagelin, John",natural law
2000,Missouri,"Hagelin, John",natural law
2000,Montana,"Hagelin, John",natural law
2000,Nevada,"Hagelin, John",natural law
2000,New Mexico,"Hagelin, John",natural law
2000,New York,"Hagelin, John",natural law
2000,Ohio,"Hagelin, John",natural law
2000,Rhode Island,"Hagelin, John",natural law
2000,South Carolina,"Hagelin, John",natural law
2000,Utah,"Hagelin, John",natural law
2000,Vermont,"Hagelin, John",natural law
2000,Washington,"Hagelin, John",natural law
2000,West Virginia,"Hagelin, John",natural law
2000,Wyoming,"Hagelin, John",natural law
1976,Alabama,"Hall, Gus",communist party use
1976,California,"Hall, Gus",communist party use
1976,Colorado,"Hall, Gus",communist party use
1976,Illinois,"Hall, Gus",communist party use
1976,Iowa,"Hall, Gus",communist party use
1976,Kentucky,"Hall, Gus",communist party use
1976,Louisiana,"Hall, Gus",communist party use
1976,Minnesota,"Hall, Gus",communist party use
1976,New Jersey,"Hall, Gus",communist party use
1976,New York,"Hall, Gus",communist party use
1976,North Dakota,"Hall, Gus",communist party use
1976,Ohio,"Hall, Gus",communist party use
1976,Pennsylvania,"Hall, Gus",communist party use
1976,Rhode Island,"Hall, Gus",communist party use
1976,South Dakota,"Hall, Gus",communist party use
1976,Tennessee,"Hall, Gus",communist party use
1976,Utah,"Hall, Gus",communist party use
1976,Washington,"Hall, Gus",communist party use
1980,Alabama,"Hall, Gus",communist party use
1980,Arizona,"Hall, Gus",communist party use
1980,Arkansas,"Hall, Gus",communist party use
1980,Colorado,"Hall, Gus",communist party use
1980,District of Columbia,"Hall, Gus",communist party use
1980,Hawaii,"Hall, Gus",communist party use
1980,Illinois,"Hall, Gus",communist party use
1980,Indiana,"Hall, Gus",communist party use
1980,Iowa,"Hall, Gus",communist party use
1980,Kansas,"Hall, Gus",communist party use
1980,Kentucky,"Hall, Gus",communist party use
1980,Maine,"Hall, Gus",communist party use
1980,Michigan,"Hall, Gus",communist party use
1980,Minnesota,"Hall, Gus",communist party use
1980,New Hampshire,"Hall, Gus",communist party use
1980,New Jersey,"Hall, Gus",communist party use
1980,New York,"Hall, Gus",communist party use
1980,North Dakota,"Hall, Gus",communist party use
1980,Ohio,"Hall, Gus",communist party use
1980,Pennsylvania,"Hall, Gus",communist party use
1980,Rhode Island,"Hall, Gus",communist party use
1980,Tennessee,"Hall, Gus",communist party use
1980,Utah,"Hall, Gus",communist party use
1980,Vermont,"Hall, Gus",communist party use
1980,Washington,"Hall, Gus",communist party use
1980,Wisconsin,"Hall, Gus",communist party use
1984,Alabama,"Hall, Gus",communist party use
1984,Arkansas,"Hall, Gus",communist party use
1984,Connecticut,"Hall, Gus",communist party use
1984,District of Columbia,"Hall, Gus",communist party use
1984,Hawaii,"Hall, Gus",communist party use
1984,Illinois,"Hall, Gus",communist party use
1984,Iowa,"Hall, Gus",communist party use
1984,Kentucky,"Hall, Gus",communist party use
1984,Maine,"Hall, Gus",communist party use
1984,Maryland,"Hall, Gus",communist party use
1984,Michigan,"Hall, Gus",communist party use
1984,Minnesota,"Hall, Gus",communist party use
1984,New Jersey,"Hall, Gus",communist party use
1984,New York,"Hall, Gus",communist party use
1984,North Dakota,"Hall, Gus",communist party use
1984,Ohio,"Hall, Gus",communist party use
1984,Pennsylvania,"Hall, Gus",communist party use
1984,Rhode Island,"Hall, Gus",communist party use
1984,Tennessee,"Hall, Gus",communist party use
1984,Utah,"Hall, Gus",communist party use
1984,Vermont,"Hall, Gus",communist party use
1984,Washington,"Hall, Gus",communist party use
1984,Wisconsin,"Hall, Gus",communist party use
1992,Michigan,"Halyard, Helen",workers world
2004,Minnesota,"Harens, Thomas",christian freedom party
1996,Colorado,"Harris, James",socialist workers
1996,District of Columbia,"Harris, James",socialist workers
1996,Iowa,"Harris, James",socialist workers
1996,Minnesota,"Harris, James",socialist workers
1996,New York,"Harris, James",socialist workers
1996,Utah,"Harris, James",socialist workers
1996,Vermont,"Harris, James",socialist workers
1996,Washington,"Harris, James",socialist workers
2000,Colorado,"Harris, James",socialist workers
2000,District of Columbia,"Harris, James",socialist workers
2000,Florida,"Harris, James",socialist workers
2000,Iowa,"Harris, James",socialist workers
2000,Louisiana,"Harris, James",socialist workers
2000,Minnesota,"Harris, James",socialist workers
2000,New York,"Harris, James",socialist workers
2000,Utah,"Harris, James",socialist workers
2000,Vermont,"Harris, James",socialist workers
2000,Washington,"Harris, James",socialist workers
2008,Colorado,"Harris, James",socialist workers
2008,Iowa,"Harris, James",socialist workers
2008,Louisiana,"Harris, James",socialist workers
2008,New York,"Harris, James",socialist workers
2008,Washington,"Harris, James",socialist workers
2012,Colorado,"Harris, James",socialist workers
2012,Iowa,"Harris, James",socialist workers
2012,Louisiana,"Harris, James",socialist workers
2012,Minnesota,"Harris, James",socialist workers
2012,New Jersey,"Harris, James",socialist workers
2012,Washington,"Harris, James",socialist workers
1992,New Jersey,"Haylard, Helen",workers league
2016,Colorado,"Hedges, James",prohibition
2016,Mississippi,"Hedges, James",prohibition
2016,Arkansas,"Hedges, Jim",prohibition
1992,Wisconsin,"Hem, Roland",third party
1988,New Jersey,"Herberg G., Lewin",peace & freedom
1988,Rhode Island,"Herberg G., Lewin",peace & freedom
1988,Vermont,"Herberg G., Lewin",peace & freedom
1988,Minnesota,"Herer, Jack",grassroots
1992,Iowa,"Herer, Jack",grassroots
1992,Minnesota,"Herer, Jack",grassroots
2012,California,"Hoefling, Thomas Conrad """"Tom""""",american independent party
2012,Colorado,"Hoefling, Thomas Conrad """"Tom""""",american independent party
2012,Florida,"Hoefling, Thomas Conrad """"Tom""""",american independent party
2016,Colorado,"Hoefling, Tom",america's party
1996,Arkansas,"Hollis, Mary Cal",socialist
1996,Colorado,"Hollis, Mary Cal",socialist
1996,Oregon,"Hollis, Mary Cal",socialist
1996,Vermont,"Hollis, Mary Cal",socialist
1984,District of Columbia,"Holmes, Larry",workers world
1984,Maryland,"Holmes, Larry",workers world
1984,Michigan,"Holmes, Larry",workers world
1984,Mississippi,"Holmes, Larry",workers world
1984,New Jersey,"Holmes, Larry",workers world
1984,New York,"Holmes, Larry",workers world
1984,Ohio,"Holmes, Larry",workers world
1984,Rhode Island,"Holmes, Larry",workers world
1984,Washington,"Holmes, Larry",workers world
1984,Wisconsin,"Holmes, Larry",workers world
1988,New Jersey,"Holmes, Larry",workers world
1988,New Mexico,"Holmes, Larry",workers world
1988,New York,"Holmes, Larry",workers world
1988,Washington,"Holmes, Larry",workers world
2004,Pennsylvania,"Independent Party Candidate,",independent
2004,Utah,"Jay, Charles",boston tea party
2008,Colorado,"Jay, Charles",boston tea party
2008,Florida,"Jay, Charles",boston tea party
2012,Alaska,"Johnson, Gary",libertarian
2012,Arizona,"Johnson, Gary",libertarian
2012,Arkansas,"Johnson, Gary",libertarian
2012,California,"Johnson, Gary",libertarian
2012,Colorado,"Johnson, Gary",libertarian
2012,Connecticut,"Johnson, Gary",libertarian
2012,Delaware,"Johnson, Gary",libertarian
2012,District of Columbia,"Johnson, Gary",libertarian
2012,Florida,"Johnson, Gary",libertarian
2012,Georgia,"Johnson, Gary",libertarian
2012,Hawaii,"Johnson, Gary",libertarian
2012,Idaho,"Johnson, Gary",libertarian
2012,Illinois,"Johnson, Gary",libertarian
2012,Indiana,"Johnson, Gary",libertarian
2012,Iowa,"Johnson, Gary",libertarian
2012,Kansas,"Johnson, Gary",libertarian
2012,Kentucky,"Johnson, Gary",libertarian
2012,Louisiana,"Johnson, Gary",libertarian
2012,Maine,"Johnson, Gary",libertarian
2012,Maryland,"Johnson, Gary",libertarian
2012,Massachusetts,"Johnson, Gary",libertarian
2012,Minnesota,"Johnson, Gary",libertarian
2012,Mississippi,"Johnson, Gary",libertarian
2012,Missouri,"Johnson, Gary",libertarian
