year,state,candidate,party
1984,Nebraska,"Mondale, Walter",democrat
1984,Nevada,"Mondale, Walter",democrat
1984,New Hampshire,"Mondale, Walter",democrat
1984,New Jersey,"Mondale, Walter",democrat
1984,New Mexico,"Mondale, Walter",democrat
1984,New York,"Mondale, Walter",democrat
1984,New York,"Mondale, Walter",democrat
1984,North Carolina,"Mondale, Walter",democrat
1984,North Dakota,"Mondale, Walter",democrat
1984,Ohio,"Mondale, Walter",democrat
1984,Oklahoma,"Mondale, Walter",democrat
1984,Oregon,"Mondale, Walter",democrat
1984,Pennsylvania,"Mondale, Walter",democrat
1984,Rhode Island,"Mondale, Walter",democrat
1984,South Carolina,"Mondale, Walter",democrat
1984,South Dakota,"Mondale, Walter",democrat
1984,Tennessee,"Mondale, Walter",democrat
1984,Texas,"Mondale, Walter",democrat
1984,Utah,"Mondale, Walter",democrat
1984,Vermont,"Mondale, Walter",democrat
1984,Virginia,"Mondale, Walter",democrat
1984,Washington,"Mondale, Walter",democrat
1984,West Virginia,"Mondale, Walter",democrat
1984,Wisconsin,"Mondale, Walter",democrat
1984,Wyoming,"Mondale, Walter",democrat
2008,Colorado,"Moore, Brian",socialist
2008,Florida,"Moore, Brian",socialist
2008,Iowa,"Moore, Brian",socialist
2008,New Jersey,"Moore, Brian",socialist
2008,Ohio,"Moore, Brian",socialist
2008,Vermont,"Moore, Brian",socialist
2008,Wisconsin,"Moore, Brian",socialist
1996,Arkansas,"Moorehead, Monica",workers world
1996,Colorado,"Moorehead, Monica",workers world
1996,Louisiana,"Moorehead, Monica",workers world
1996,Massachusetts,"Moorehead, Monica",workers world
1996,Michigan,"Moorehead, Monica",workers world
1996,New York,"Moorehead, Monica",workers world
1996,Ohio,"Moorehead, Monica",workers world
1996,Rhode Island,"Moorehead, Monica",workers world
1996,Utah,"Moorehead, Monica",workers world
1996,Washington,"Moorehead, Monica",workers world
2000,Florida,"Moorehead, Monica",workers world
2000,Rhode Island,"Moorehead, Monica",workers world
2000,Washington,"Moorehead, Monica",workers world
2016,New Jersey,"Moorehead, Monica",workers world
2016,Wisconsin,"Moorehead, Monica",workers world
2012,Minnesota,"Morstad, Dean",constitutional government
1996,Alaska,"Nader, Ralph",green
1996,Arkansas,"Nader, Ralph",green
1996,California,"Nader, Ralph",green
1996,Colorado,"Nader, Ralph",green
1996,Connecticut,"Nader, Ralph",green
1996,District of Columbia,"Nader, Ralph",green
1996,Hawaii,"Nader, Ralph",green
1996,Iowa,"Nader, Ralph",green
1996,Louisiana,"Nader, Ralph",green
1996,Maine,"Nader, Ralph",green
1996,Minnesota,"Nader, Ralph",green
1996,Nevada,"Nader, Ralph",green
1996,New Mexico,"Nader, Ralph",green
1996,New York,"Nader, Ralph",green
1996,Ohio,"Nader, Ralph",green
1996,Oregon,"Nader, Ralph",green
1996,Rhode Island,"Nader, Ralph",green
1996,Utah,"Nader, Ralph",green
1996,Vermont,"Nader, Ralph",green
2000,Alaska,"Nader, Ralph",green
2000,Arizona,"Nader, Ralph",green
2000,Arkansas,"Nader, Ralph",green
2000,California,"Nader, Ralph",green
2000,Colorado,"Nader, Ralph",green
2000,Connecticut,"Nader, Ralph",green
2000,Delaware,"Nader, Ralph",green
2000,District of Columbia,"Nader, Ralph",green
2000,Florida,"Nader, Ralph",green
2000,Hawaii,"Nader, Ralph",green
2000,Idaho,"Nader, Ralph",green
2000,Illinois,"Nader, Ralph",green
2000,Iowa,"Nader, Ralph",green
2000,Kentucky,"Nader, Ralph",green
2000,Louisiana,"Nader, Ralph",green
2000,Maine,"Nader, Ralph",green
2000,Maryland,"Nader, Ralph",green
2000,Massachusetts,"Nader, Ralph",green
2000,Michigan,"Nader, Ralph",green
2000,Minnesota,"Nader, Ralph",green
2000,Missouri,"Nader, Ralph",green
2000,Montana,"Nader, Ralph",green
2000,Nebraska,"Nader, Ralph",green
2000,Nevada,"Nader, Ralph",green
2000,New Hampshire,"Nader, Ralph",green
2000,New Mexico,"Nader, Ralph",green
2000,New York,"Nader, Ralph",green
2000,Oregon,"Nader, Ralph",green
2000,Pennsylvania,"Nader, Ralph",green
2000,Rhode Island,"Nader, Ralph",green
2000,South Carolina,"Nader, Ralph",green
2000,Texas,"Nader, Ralph",green
2000,Utah,"Nader, Ralph",green
2000,Vermont,"Nader, Ralph",green
2000,Virginia,"Nader, Ralph",green
2000,Washington,"Nader, Ralph",green
2000,West Virginia,"Nader, Ralph",green
2000,Wisconsin,"Nader, Ralph",green
2004,Alaska,"Nader, Ralph",green
2004,Arkansas,"Nader, Ralph",green
2004,Colorado,"Nader, Ralph",green
2004,Connecticut,"Nader, Ralph",green
2004,Delaware,"Nader, Ralph",green
2004,District of Columbia,"Nader, Ralph",green
2004,Florida,"Nader, Ralph",green
2004,Idaho,"Nader, Ralph",green
2004,Kansas,"Nader, Ralph",green
2004,Kentucky,"Nader, Ralph",green
2004,Louisiana,"Nader, Ralph",green
2004,Maryland,"Nader, Ralph",green
2004,Massachusetts,"Nader, Ralph",green
2004,Michigan,"Nader, Ralph",green
2004,Minnesota,"Nader, Ralph",green
2004,Mississippi,"Nader, Ralph",green
2004,Missouri,"Nader, Ralph",green
2004,Montana,"Nader, Ralph",green
2004,Nebraska,"Nader, Ralph",green
2004,Nevada,"Nader, Ralph",green
2004,New Hampshire,"Nader, Ralph",green
2004,New Mexico,"Nader, Ralph",green
2004,New York,"Nader, Ralph",green
2004,New York,"Nader, Ralph",green
2004,North Dakota,"Nader, Ralph",green
2004,Rhode Island,"Nader, Ralph",green
2004,South Carolina,"Nader, Ralph",green
2004,South Dakota,"Nader, Ralph",green
2004,Utah,"Nader, Ralph",green
2004,Vermont,"Nader, Ralph",green
2004,Washington,"Nader, Ralph",green
2004,West Virginia,"Nader, Ralph",green
2004,Wisconsin,"Nader, Ralph",green
2004,Wyoming,"Nader, Ralph",green
2008,Alaska,"Nader, Ralph",green
2008,Arizona,"Nader, Ralph",green
2008,Arkansas,"Nader, Ralph",green
2008,California,"Nader, Ralph",green
2008,Colorado,"Nader, Ralph",green
2008,Connecticut,"Nader, Ralph",green
2008,Delaware,"Nader, Ralph",green
2008,District of Columbia,"Nader, Ralph",green
2008,Florida,"Nader, Ralph",green
2008,Hawaii,"Nader, Ralph",green
2008,Idaho,"Nader, Ralph",green
2008,Illinois,"Nader, Ralph",green
2008,Indiana,"Nader, Ralph",green
2008,Iowa,"Nader, Ralph",green
2008,Kansas,"Nader, Ralph",green
2008,Kentucky,"Nader, Ralph",green
2008,Louisiana,"Nader, Ralph",green
2008,Maine,"Nader, Ralph",green
2008,Maryland,"Nader, Ralph",green
2008,Massachusetts,"Nader, Ralph",green
2008,Michigan,"Nader, Ralph",green
2008,Minnesota,"Nader, Ralph",green
2008,Mississippi,"Nader, Ralph",green
2008,Missouri,"Nader, Ralph",green
2008,Montana,"Nader, Ralph",green
2008,Nebraska,"Nader, Ralph",green
2008,Nevada,"Nader, Ralph",green
2008,New Hampshire,"Nader, Ralph",green
2008,New Jersey,"Nader, Ralph",green
2008,New Mexico,"Nader, Ralph",green
2008,New York,"Nader, Ralph",green
2008,North Carolina,"Nader, Ralph",green
2008,North Dakota,"Nader, Ralph",green
2008,Ohio,"Nader, Ralph",green
2008,Oregon,"Nader, Ralph",green
2008,Pennsylvania,"Nader, Ralph",green
2008,Rhode Island,"Nader, Ralph",green
2008,South Carolina,"Nader, Ralph",green
2008,South Dakota,"Nader, Ralph",green
2008,Texas,"Nader, Ralph",green
2008,Utah,"Nader, Ralph",green
2008,Vermont,"Nader, Ralph",green
2008,Virginia,"Nader, Ralph",green
2008,Washington,"Nader, Ralph",green
2008,West Virginia,"Nader, Ralph",green
2008,Wisconsin,"Nader, Ralph",green
1996,Nevada,None Of The Above,unknown
2016,Nevada,None Of The Above,unknown
2000,Nevada,None Of These Candidates,unknown
2008,Nevada,None Of These Candidates,unknown
2012,Nevada,None Of These Candidates,unknown
2004,Rhode Island,Nonpartisan,nonpartisan
2000,North Carolina,Not Designated,socialist
2000,Ohio,Not Designated,unknown
2008,Alabama,"Obama, Barack H.",democrat
2008,Alaska,"Obama, Barack H.",democrat
2008,Arizona,"Obama, Barack H.",democrat
2008,Arkansas,"Obama, Barack H.",democrat
2008,California,"Obama, Barack H.",democrat
2008,Colorado,"Obama, Barack H.",democrat
2008,Connecticut,"Obama, Barack H.",democrat
2008,Delaware,"Obama, Barack H.",democrat
2008,District of Columbia,"Obama, Barack H.",democrat
2008,Florida,"Obama, Barack H.",democrat
2008,Georgia,"Obama, Barack H.",democrat
2008,Hawaii,"Obama, Barack H.",democrat
2008,Idaho,"Obama, Barack H.",democrat
2008,Illinois,"Obama, Barack H.",democrat
2008,Indiana,"Obama, Barack H.",democrat
2008,Iowa,"Obama, Barack H.",democrat
2008,Kansas,"Obama, Barack H.",democrat
2008,Kentucky,"Obama, Barack H.",democrat
2008,Louisiana,"Obama, Barack H.",democrat
2008,Maine,"Obama, Barack H.",democrat
2008,Maryland,"Obama, Barack H.",democrat
2008,Massachusetts,"Obama, Barack H.",democrat
2008,Michigan,"Obama, Barack H.",democrat
2008,Minnesota,"Obama, Barack H.",democrat
2008,Mississippi,"Obama, Barack H.",democrat
2008,Missouri,"Obama, Barack H.",democrat
2008,Montana,"Obama, Barack H.",democrat
2008,Nebraska,"Obama, Barack H.",democrat
2008,Nevada,"Obama, Barack H.",democrat
2008,New Hampshire,"Obama, Barack H.",democrat
2008,New Jersey,"Obama, Barack H.",democrat
2008,New Mexico,"Obama, Barack H.",democrat
2008,New York,"Obama, Barack H.",democrat
2008,New York,"Obama, Barack H.",democrat
2008,North Carolina,"Obama, Barack H.",democrat
2008,North Dakota,"Obama, Barack H.",democrat
2008,Ohio,"Obama, Barack H.",democrat
2008,Oklahoma,"Obama, Barack H.",democrat
2008,Oregon,"Obama, Barack H.",democrat
2008,Pennsylvania,"Obama, Barack H.",democrat
2008,Rhode Island,"Obama, Barack H.",democrat
2008,South Carolina,"Obama, Barack H.",democrat
2008,South Dakota,"Obama, Barack H.",democrat
2008,Tennessee,"Obama, Barack H.",democrat
2008,Texas,"Obama, Barack H.",democrat
2008,Utah,"Obama, Barack H.",democrat
2008,Vermont,"Obama, Barack H.",democrat
2008,Virginia,"Obama, Barack H.",democrat
2008,Washington,"Obama, Barack H.",democrat
2008,West Virginia,"Obama, Barack H.",democrat
2008,Wisconsin,"Obama, Barack H.",democrat
2008,Wyoming,"Obama, Barack H.",democrat
2012,Alabama,"Obama, Barack H.",democrat
2012,Alaska,"Obama, Barack H.",democrat
2012,Arizona,"Obama, Barack H.",democrat
2012,Arkansas,"Obama, Barack H.",democrat
2012,California,"Obama, Barack H.",democrat
2012,Colorado,"Obama, Barack H.",democrat
2012,Connecticut,"Obama, Barack H.",democrat
2012,Delaware,"Obama, Barack H.",democrat
2012,District of Columbia,"Obama, Barack H.",democrat
2012,Florida,"Obama, Barack H.",democrat
2012,Georgia,"Obama, Barack H.",democrat
2012,Hawaii,"Obama, Barack H.",democrat
2012,Idaho,"Obama, Barack H.",democrat
2012,Illinois,"Obama, Barack H.",democrat
2012,Indiana,"Obama, Barack H.",democrat
2012,Iowa,"Obama, Barack H.",democrat
2012,Kansas,"Obama, Barack H.",democrat
2012,Kentucky,"Obama, Barack H.",democrat
2012,Louisiana,"Obama, Barack H.",democrat
2012,Maine,"Obama, Barack H.",democrat
2012,Maryland,"Obama, Barack H.",democrat
2012,Massachusetts,"Obama, Barack H.",democrat
2012,Michigan,"Obama, Barack H.",democrat
2012,Minnesota,"Obama, Barack H.",democrat
2012,Mississippi,"Obama, Barack H.",democrat
2012,Missouri,"Obama, Barack H.",democrat
2012,Montana,"Obama, Barack H.",democrat
2012,Nebraska,"Obama, Barack H.",democrat
2012,Nevada,"Obama, Barack H.",democrat
2012,New Hampshire,"Obama, Barack H.",democrat
2012,New Jersey,"Obama, Barack H.",democrat
2012,New Mexico,"Obama, Barack H.",democrat
2012,New York,"Obama, Barack H.",democrat
2012,New York,"Obama, Barack H.",democrat
2012,North Carolina,"Obama, Barack H.",democrat
2012,North Dakota,"Obama, Barack H.",democrat
2012,Ohio,"Obama, Barack H.",democrat
2012,Oklahoma,"Obama, Barack H.",democrat
2012,Oregon,"Obama, Barack H.",democrat
2012,Pennsylvania,"Obama, Barack H.",democrat
2012,Rhode Island,"Obama, Barack H.",democrat
2012,South Carolina,"Obama, Barack H.",democrat
2012,South Dakota,"Obama, Barack H.",democrat
2012,Tennessee,"Obama, Barack H.",democrat
2012,Texas,"Obama, Barack H.",democrat
2012,Utah,"Obama, Barack H.",democrat
2012,Vermont,"Obama, Barack H.",democrat
2012,Virginia,"Obama, Barack H.",democrat
2012,Washington,"Obama, Barack H.",democrat
2012,West Virginia,"Obama, Barack H.",democrat
2012,Wisconsin,"Obama, Barack H.",democrat
2012,Wyoming,"Obama, Barack H.",democrat
1976,District of Columbia,Other,unknown
1976,Missouri,Other,unknown
1976,Nevada,Other,unknown
1976,New York,Other,unknown
1976,Pennsylvania,Other,unknown
1976,Vermont,Other,unknown
1976,Washington,Other,unknown
1976,Wisconsin,Other,unknown
1984,Alaska,Other,unknown
1984,Arizona,Other,unknown
1984,Colorado,Other,unknown
1984,Connecticut,Other,unknown
1984,District of Columbia,Other,unknown
1984,Florida,Other,unknown
1984,Georgia,Other,unknown
1984,Illinois,Other,unknown
1984,Iowa,Other,unknown
1984,Maine,Other,unknown
1984,Massachusetts,Other,unknown
1984,Michigan,Other,unknown
1984,Minnesota,Other,unknown
1984,New Mexico,Other,unknown
1984,New York,Other,unknown
1984,Oregon,Other,unknown
1984,Tennessee,Other,unknown
1984,Texas,Other,unknown
1984,Vermont,Other,unknown
1984,Wisconsin,Other,unknown
1992,Alabama,Other,independent
1992,Arkansas,Other,independent
1992,District of Columbia,Other,socialist
1992,District of Columbia,Other,socialist workers
1992,Iowa,Other,unknown
1992,Iowa,Other,campaign for a new tomorrow
1992,Louisiana,Other,equal justice and opportunity
1992,Maine,Other,unknown
1992,Massachusetts,Other,independent voters
1992,Massachusetts,Other,unknown
1992,Mississippi,Other,independent
1992,Montana,Other,independent
1992,Nebraska,Other,independent
1992,Nevada,Other,unknown
1992,North Dakota,Other,unknown
1992,Ohio,Other,independent
1992,Oregon,Other,unknown
1992,South Dakota,Other,independent
1992,Tennessee,Other,independent
1992,Utah,Other,american
1992,Vermont,Other,liberty union party
1992,Virginia,Other,independent
1992,Washington,Other,independent
1992,Wisconsin,Other,independent
1996,Arizona,Other,unknown
1996,Maine,Other,unknown
1996,Massachusetts,Other,unknown
1996,Ohio,Other,unknown
1996,Oregon,Other,unknown
2000,Maine,Other,unknown
2000,Maryland,Other,unknown
2000,Massachusetts,Other,unknown
2000,Oregon,Other,unknown
2004,Alabama,Other,independent
2004,Alabama,Other,unknown
2004,Alaska,Other,unknown
2004,Arizona,Other,unknown
2004,California,Other,unknown
2004,Georgia,Other,unknown
2004,Illinois,Other,unknown
2004,Indiana,Other,unknown
2004,Iowa,Other,unknown
2004,Kansas,Other,unknown
2004,Kentucky,Other,unknown
2004,Maryland,Other,unaffiliated
2004,Maryland,Other,democrat
2004,Massachusetts,Other,unknown
2004,Minnesota,Other,unknown
2004,Nebraska,Other,nebraska party
2004,Nebraska,Other,unknown
2004,Nevada,Other,unknown
2004,New Hampshire,Other,unknown
2004,New Jersey,Other,independent
2004,New York,Other,unknown
2004,North Carolina,Other,unaffiliated
2004,North Dakota,Other,unknown
2004,Ohio,Other,unknown
2004,Oregon,Other,unknown
2004,Tennessee,Other,independent
2004,Tennessee,Other,unknown
2004,Texas,Other,unknown
2004,Utah,Other,unknown
2004,Vermont,Other,unknown
2004,Virginia,Other,unknown
2004,Wyoming,Other,unknown
2008,Maine,Other,unknown
2008,Massachusetts,Other,unknown
2008,Oregon,Other,unknown
2012,Massachusetts,Other,unknown
2012,Oregon,Other,unknown
2016,Louisiana,Other,unknown
2016,Maryland,Other,unknown
2016,Massachusetts,Other,unknown
2016,Oregon,Other,unknown
2004,District of Columbia,Others,unknown
2000,Nevada,Over Vote,unknown
2008,Hawaii,Over Vote,unknown
2008,Wyoming,Over Vote,unknown
2012,Hawaii,Over Vote,unknown
2012,Wyoming,Over Vote,unknown
2016,District of Columbia,Over Vote,unknown
2016,Hawaii,Over Vote,unknown
2016,Wyoming,Over Vote,unknown
2004,Vermont,"Parker, John",workers world
2004,Washington,"Parker, John",workers world
1988,Alabama,"Paul, Ronald """"Ron""""",libertarian
1988,Alaska,"Paul, Ronald """"Ron""""",libertarian
1988,Arizona,"Paul, Ronald """"Ron""""",libertarian
1988,Arkansas,"Paul, Ronald """"Ron""""",libertarian
1988,California,"Paul, Ronald """"Ron""""",libertarian
1988,Colorado,"Paul, Ronald """"Ron""""",libertarian
1988,Connecticut,"Paul, Ronald """"Ron""""",libertarian
1988,Delaware,"Paul, Ronald """"Ron""""",libertarian
1988,District of Columbia,"Paul, Ronald """"Ron""""",libertarian
1988,Florida,"Paul, Ronald """"Ron""""",libertarian
1988,Georgia,"Paul, Ronald """"Ron""""",libertarian
1988,Hawaii,"Paul, Ronald """"Ron""""",libertarian
1988,Idaho,"Paul, Ronald """"Ron""""",libertarian
1988,Illinois,"Paul, Ronald """"Ron""""",libertarian
1988,Iowa,"Paul, Ronald """"Ron""""",libertarian
1988,Kentucky,"Paul, Ronald """"Ron""""",libertarian
1988,Louisiana,"Paul, Ronald """"Ron""""",libertarian
1988,Maine,"Paul, Ronald """"Ron""""",libertarian
1988,Maryland,"Paul, Ronald """"Ron""""",libertarian
1988,Massachusetts,"Paul, Ronald """"Ron""""",libertarian
1988,Michigan,"Paul, Ronald """"Ron""""",libertarian
1988,Minnesota,"Paul, Ronald """"Ron""""",libertarian
1988,Mississippi,"Paul, Ronald """"Ron""""",libertarian
1988,Montana,"Paul, Ronald """"Ron""""",libertarian
1988,Nebraska,"Paul, Ronald """"Ron""""",libertarian
1988,Nevada,"Paul, Ronald """"Ron""""",libertarian
1988,New Hampshire,"Paul, Ronald """"Ron""""",libertarian
1988,New Jersey,"Paul, Ronald """"Ron""""",libertarian
1988,New Mexico,"Paul, Ronald """"Ron""""",libertarian
1988,New York,"Paul, Ronald """"Ron""""",libertarian
1988,North Carolina,"Paul, Ronald """"Ron""""",libertarian
1988,North Dakota,"Paul, Ronald """"Ron""""",libertarian
1988,Ohio,"Paul, Ronald """"Ron""""",libertarian
1988,Oklahoma,"Paul, Ronald """"Ron""""",libertarian
1988,Oregon,"Paul, Ronald """"Ron""""",libertarian
1988,Pennsylvania,"Paul, Ronald """"Ron""""",libertarian
1988,Rhode Island,"Paul, Ronald """"Ron""""",libertarian
1988,South Carolina,"Paul, Ronald """"Ron""""",libertarian
1988,Texas,"Paul, Ronald """"Ron""""",libertarian
1988,Utah,"Paul, Ronald """"Ron""""",libertarian
1988,Vermont,"Paul, Ronald """"Ron""""",libertarian
1988,Virginia,"Paul, Ronald """"Ron""""",libertarian
1988,Washington,"Paul, Ronald """"Ron""""",libertarian
1988,Wyoming,"Paul, Ronald """"Ron""""",libertarian
2008,Louisiana,"Paul, Ronald """"Ron""""",libertarian
2008,Montana,"Paul, Ronald """"Ron""""",libertarian
2004,California,"Peltier, Leonard",peace & freedom
1996,Minnesota,"Peron, Dennis",grassroots
1996,Vermont,"Peron, Dennis",grassroots
1992,Alabama,"Perot, Ross",independent
1992,Alaska,"Perot, Ross",independent
1992,Arizona,"Perot, Ross",independent
1992,Arkansas,"Perot, Ross",independent
1992,California,"Perot, Ross",independent
1992,Colorado,"Perot, Ross",independent
1992,Connecticut,"Perot, Ross",independent
1992,Delaware,"Perot, Ross",independent
1992,District of Columbia,"Perot, Ross",independent
1992,Florida,"Perot, Ross",independent
1992,Georgia,"Perot, Ross",independent
1992,Hawaii,"Perot, Ross",independent
1992,Idaho,"Perot, Ross",independent
1992,Illinois,"Perot, Ross",independent
1992,Indiana,"Perot, Ross",independent
1992,Iowa,"Perot, Ross",independent
1992,Kansas,"Perot, Ross",independent
1992,Kentucky,"Perot, Ross",independent
1992,Louisiana,"Perot, Ross",independent
1992,Maine,"Perot, Ross",independent
1992,Maryland,"Perot, Ross",independent
1992,Massachusetts,"Perot, Ross",independent
1992,Michigan,"Perot, Ross",independent
1992,Minnesota,"Perot, Ross",independent
1992,Mississippi,"Perot, Ross",independent
1992,Missouri,"Perot, Ross",independent
1992,Montana,"Perot, Ross",independent
1992,Nebraska,"Perot, Ross",independent
1992,Nevada,"Perot, Ross",independent
1992,New Hampshire,"Perot, Ross",independent
1992,New Jersey,"Perot, Ross",independent
1992,New Mexico,"Perot, Ross",independent
1992,New York,"Perot, Ross",independent
1992,North Carolina,"Perot, Ross",independent
1992,North Dakota,"Perot, Ross",independent
1992,Ohio,"Perot, Ross",independent
1992,Oklahoma,"Perot, Ross",independent
1992,Oregon,"Perot, Ross",independent
1992,Pennsylvania,"Perot, Ross",independent
1992,Rhode Island,"Perot, Ross",independent
1992,South Carolina,"Perot, Ross",independent
1992,South Dakota,"Perot, Ross",independent
1992,Tennessee,"Perot, Ross",independent
1992,Texas,"Perot, Ross",independent
1992,Utah,"Perot, Ross",independent
1992,Vermont,"Perot, Ross",independent
1992,Virginia,"Perot, Ross",independent
1992,Washington,"Perot, Ross",independent
1992,West Virginia,"Perot, Ross",independent
1992,Wisconsin,"Perot, Ross",independent
1992,Wyoming,"Perot, Ross",independent
1996,Alaska,"Perot, Ross",independent
1996,Arizona,"Perot, Ross",independent
1996,Arkansas,"Perot, Ross",independent
1996,California,"Perot, Ross",independent
1996,Colorado,"Perot, Ross",independent
1996,Connecticut,"Perot, Ross",independent
1996,Delaware,"Perot, Ross",independent
1996,District of Columbia,"Perot, Ross",independent
1996,Florida,"Perot, Ross",independent
1996,Georgia,"Perot, Ross",independent
1996,Hawaii,"Perot, Ross",independent
1996,Idaho,"Perot, Ross",independent
1996,Illinois,"Perot, Ross",independent
1996,Indiana,"Perot, Ross",independent
1996,Iowa,"Perot, Ross",independent
1996,Kansas,"Perot, Ross",independent
1996,Kentucky,"Perot, Ross",independent
1996,Louisiana,"Perot, Ross",independent
1996,Maine,"Perot, Ross",independent
1996,Maryland,"Perot, Ross",independent
1996,Massachusetts,"Perot, Ross",independent
1996,Michigan,"Perot, Ross",independent
1996,Minnesota,"Perot, Ross",independent
1996,Missouri,"Perot, Ross",independent
1996,Montana,"Perot, Ross",independent
1996,Nebraska,"Perot, Ross",independent
1996,Nevada,"Perot, Ross",independent
1996,New Hampshire,"Perot, Ross",independent
1996,New Mexico,"Perot, Ross",independent
1996,New York,"Perot, Ross",independent
1996,North Carolina,"Perot, Ross",independent
1996,North Dakota,"Perot, Ross",independent
1996,Ohio,"Perot, Ross",independent
1996,Oklahoma,"Perot, Ross",independent
1996,Oregon,"Perot, Ross",independent
1996,Pennsylvania,"Perot, Ross",independent
1996,Rhode Island,"Perot, Ross",independent
1996,South Carolina,"Perot, Ross",independent
1996,South Carolina,"Perot, Ross",independent
1996,Texas,"Perot, Ross",independent
1996,Utah,"Perot, Ross",independent
1996,Vermont,"Perot, Ross",independent
1996,Virginia,"Perot, Ross",independent
1996,Washington,"Perot, Ross",independent
1996,West Virginia,"Perot, Ross",independent
1996,Wisconsin,"Perot, Ross",independent
1996,Wyoming,"Perot, Ross",independent
2004,Alaska,"Peroutka, Michael",constitution party
2004,Arkansas,"Peroutka, Michael",constitution party
2004,California,"Peroutka, Michael",constitution party
2004,Colorado,"Peroutka, Michael",constitution party
2004,Connecticut,"Peroutka, Michael",constitution party
2004,Delaware,"Peroutka, Michael",constitution party
2004,Florida,"Peroutka, Michael",constitution party
2004,Idaho,"Peroutka, Michael",constitution party
2004,Iowa,"Peroutka, Michael",constitution party
2004,Kansas,"Peroutka, Michael",constitution party
2004,Kentucky,"Peroutka, Michael",constitution party
2004,Louisiana,"Peroutka, Michael",constitution party
2004,Maine,"Peroutka, Michael",constitution party
2004,Maryland,"Peroutka, Michael",constitution party
2004,Michigan,"Peroutka, Michael",constitution party
2004,Minnesota,"Peroutka, Michael",constitution party
2004,Mississippi,"Peroutka, Michael",constitution party
2004,Missouri,"Peroutka, Michael",constitution party
2004,Montana,"Peroutka, Michael",constitution party
2004,Nevada,"Peroutka, Michael",constitution party
2004,New Mexico,"Peroutka, Michael",constitution party
2004,North Dakota,"Peroutka, Michael",constitution party
2004,Oregon,"Peroutka, Michael",constitution party
2004,Pennsylvania,"Peroutka, Michael",constitution party
2004,Rhode Island,"Peroutka, Michael",constitution party
2004,South Carolina,"Peroutka, Michael",constitution party
2004,South Dakota,"Peroutka, Michael",constitution party
2004,Utah,"Peroutka, Michael",constitution party
2004,Virginia,"Peroutka, Michael",constitution party
2004,Washington,"Peroutka, Michael",constitution party
1992,Alaska,"Phillips, Howard",taxpayers party
1992,California,"Phillips, Howard",taxpayers party
1992,Iowa,"Phillips, Howard",taxpayers party
1992,Kentucky,"Phillips, Howard",taxpayers party
1992,Louisiana,"Phillips, Howard",taxpayers party
1992,Maine,"Phillips, Howard",taxpayers party
1992,Michigan,"Phillips, Howard",taxpayers party
1992,Minnesota,"Phillips, Howard",taxpayers party
1992,Mississippi,"Phillips, Howard",taxpayers party
1992,Nevada,"Phillips, Howard",taxpayers party
1992,New Jersey,"Phillips, Howard",taxpayers party
1992,New Mexico,"Phillips, Howard",taxpayers party
1992,Rhode Island,"Phillips, Howard",taxpayers party
1992,South Carolina,"Phillips, Howard",taxpayers party
1992,Utah,"Phillips, Howard",taxpayers party
1992,Vermont,"Phillips, Howard",taxpayers party
1992,Washington,"Phillips, Howard",taxpayers party
1996,Alaska,"Phillips, Howard",taxpayers party
1996,Arkansas,"Phillips, Howard",taxpayers party
1996,California,"Phillips, Howard",taxpayers party
1996,Colorado,"Phillips, Howard",taxpayers party
1996,Connecticut,"Phillips, Howard",taxpayers party
1996,Delaware,"Phillips, Howard",taxpayers party
1996,Hawaii,"Phillips, Howard",taxpayers party
1996,Idaho,"Phillips, Howard",taxpayers party
1996,Illinois,"Phillips, Howard",taxpayers party
1996,Iowa,"Phillips, Howard",taxpayers party
1996,Kentucky,"Phillips, Howard",taxpayers party
1996,Louisiana,"Phillips, Howard",taxpayers party
1996,Maine,"Phillips, Howard",taxpayers party
1996,Maryland,"Phillips, Howard",taxpayers party
1996,Minnesota,"Phillips, Howard",taxpayers party
1996,Mississippi,"Phillips, Howard",taxpayers party
1996,Missouri,"Phillips, Howard",taxpayers party
1996,Nebraska,"Phillips, Howard",taxpayers party
1996,Nevada,"Phillips, Howard",taxpayers party
1996,New Hampshire,"Phillips, Howard",taxpayers party
1996,New Mexico,"Phillips, Howard",taxpayers party
1996,New York,"Phillips, Howard",taxpayers party
1996,North Dakota,"Phillips, Howard",taxpayers party
1996,Ohio,"Phillips, Howard",taxpayers party
1996,Oregon,"Phillips, Howard",taxpayers party
1996,Pennsylvania,"Phillips, Howard",taxpayers party
1996,Rhode Island,"Phillips, Howard",taxpayers party
1996,South Carolina,"Phillips, Howard",taxpayers party
1996,Texas,"Phillips, Howard",taxpayers party
1996,Utah,"Phillips, Howard",taxpayers party
1996,Vermont,"Phillips, Howard",taxpayers party
1996,Virginia,"Phillips, Howard",taxpayers party
1996,Washington,"Phillips, Howard",taxpayers party
1996,Wisconsin,"Phillips, Howard",taxpayers party
2000,Alaska,"Phillips, Howard",taxpayers party
2000,Arkansas,"Phillips, Howard",taxpayers party
2000,California,"Phillips, Howard",taxpayers party
2000,Colorado,"Phillips, Howard",taxpayers party
2000,Connecticut,"Phillips, Howard",taxpayers party
2000,Delaware,"Phillips, Howard",taxpayers party
2000,Florida,"Phillips, Howard",taxpayers party
2000,Hawaii,"Phillips, Howard",taxpayers party
2000,Idaho,"Phillips, Howard",taxpayers party
2000,Iowa,"Phillips, Howard",taxpayers party
