,year,state,candidate,party,totalvotes,Eligible_voting_pop,electoralvotes,candidatevotes,state_won_flag,percent_won
1831,1996,Utah,Other,taxpayers party,665629,1326919.0,5.0,2601,0,0.39
1832,1996,Utah,Other,independent american,665629,1326919.0,5.0,1290,0,0.19
1833,1996,Vermont,Other,libertarian,258449,435687.0,3.0,1183,0,0.46
1834,1996,Vermont,"Clinton, Bill",democrat,258449,435687.0,3.0,137894,1,53.35
1835,1996,Vermont,"Dole, Robert",republican,258449,435687.0,3.0,80352,0,31.09
1836,1996,Vermont,Other,natural law,258449,435687.0,3.0,498,0,0.19
1837,1996,Vermont,Other,socialist workers,258449,435687.0,3.0,199,0,0.08
1838,1996,Vermont,Other,socialist,258449,435687.0,3.0,292,0,0.11
1839,1996,Vermont,Other,green,258449,435687.0,3.0,5585,0,2.16
1840,1996,Vermont,Other,grassroots,258449,435687.0,3.0,480,0,0.19
1841,1996,Vermont,Other,independent,258449,435687.0,3.0,31024,0,12.0
1842,1996,Vermont,Other,taxpayers party,258449,435687.0,3.0,382,0,0.15
1843,1996,Virginia,Other,libertarian,2416642,4811632.0,13.0,9174,0,0.38
1844,1996,Virginia,"Clinton, Bill",democrat,2416642,4811632.0,13.0,1091060,0,45.15
1845,1996,Virginia,"Dole, Robert",republican,2416642,4811632.0,13.0,1138350,1,47.1
1846,1996,Virginia,Other,natural law,2416642,4811632.0,13.0,4510,0,0.19
1847,1996,Virginia,Other,independent,2416642,4811632.0,13.0,159861,0,6.62
1848,1996,Virginia,Other,taxpayers party,2416642,4811632.0,13.0,13687,0,0.57
1849,1996,Washington,Other,libertarian,2253837,3829308.0,11.0,12522,0,0.56
1850,1996,Washington,"Clinton, Bill",democrat,2253837,3829308.0,11.0,1123323,1,49.84
1851,1996,Washington,"Dole, Robert",republican,2253837,3829308.0,11.0,840712,0,37.3
1852,1996,Washington,Other,natural law,2253837,3829308.0,11.0,6076,0,0.27
1853,1996,Washington,Other,socialist workers,2253837,3829308.0,11.0,738,0,0.03
1854,1996,Washington,Other,workers world,2253837,3829308.0,11.0,2189,0,0.1
1855,1996,Washington,Other,independent,2253837,3829308.0,11.0,201003,0,8.92
1856,1996,Washington,Other,taxpayers party,2253837,3829308.0,11.0,4578,0,0.2
1857,1996,West Virginia,Other,libertarian,636459,1386621.0,5.0,3062,0,0.48
1858,1996,West Virginia,"Clinton, Bill",democrat,636459,1386621.0,5.0,327812,1,51.51
1859,1996,West Virginia,"Dole, Robert",republican,636459,1386621.0,5.0,233946,0,36.76
1860,1996,West Virginia,Other,independent,636459,1386621.0,5.0,71639,0,11.26
1861,1996,Wisconsin,Other,libertarian,2196169,3763240.0,11.0,7929,0,0.36
1862,1996,Wisconsin,"Clinton, Bill",democrat,2196169,3763240.0,11.0,1071971,1,48.81
1863,1996,Wisconsin,"Dole, Robert",republican,2196169,3763240.0,11.0,845029,0,38.48
1864,1996,Wisconsin,Other,independent,2196169,3763240.0,11.0,227339,0,10.35
1865,1996,Wisconsin,Other,taxpayers party,2196169,3763240.0,11.0,8811,0,0.4
1866,1996,Wisconsin,Other,unknown,2196169,3763240.0,11.0,2324,0,0.11
1867,1996,Wyoming,Other,libertarian,211571,345112.0,3.0,1739,0,0.82
1868,1996,Wyoming,"Clinton, Bill",democrat,211571,345112.0,3.0,77934,0,36.84
1869,1996,Wyoming,"Dole, Robert",republican,211571,345112.0,3.0,105388,1,49.81
1870,1996,Wyoming,Other,natural law,211571,345112.0,3.0,582,0,0.28
1871,1996,Wyoming,Other,independent,211571,345112.0,3.0,25928,0,12.25
1872,2000,Alabama,Other,libertarian,1666272,3241682.0,9.0,5893,0,0.35
1873,2000,Alabama,"Bush, George W.",republican,1666272,3241682.0,9.0,941173,1,56.48
1874,2000,Alabama,"Gore, Al",democrat,1666272,3241682.0,9.0,692611,0,41.57
1875,2000,Alaska,Other,libertarian,285560,419111.0,3.0,2636,0,0.92
1876,2000,Alaska,Other,reform party,285560,419111.0,3.0,5192,0,1.82
1877,2000,Alaska,"Bush, George W.",republican,285560,419111.0,3.0,167398,1,58.62
1878,2000,Alaska,"Gore, Al",democrat,285560,419111.0,3.0,79004,0,27.67
1879,2000,Alaska,Other,natural law,285560,419111.0,3.0,919,0,0.32
1880,2000,Alaska,Other,green,285560,419111.0,3.0,28747,0,10.07
1881,2000,Alaska,Other,taxpayers party,285560,419111.0,3.0,596,0,0.21
1882,2000,Arizona,Other,reform party,1532016,3357701.0,8.0,12373,0,0.81
1883,2000,Arizona,"Bush, George W.",republican,1532016,3357701.0,8.0,781652,1,51.02
1884,2000,Arizona,"Gore, Al",democrat,1532016,3357701.0,8.0,685341,0,44.73
1885,2000,Arizona,Other,natural law,1532016,3357701.0,8.0,1120,0,0.07
1886,2000,Arizona,Other,libertarian,1532016,3357701.0,8.0,5775,0,0.38
1887,2000,Arizona,Other,green,1532016,3357701.0,8.0,45645,0,2.98
1888,2000,Arkansas,Other,libertarian,921781,1925961.0,6.0,2781,0,0.3
1889,2000,Arkansas,Other,reform party,921781,1925961.0,6.0,7358,0,0.8
1890,2000,Arkansas,"Bush, George W.",republican,921781,1925961.0,6.0,472940,1,51.31
1891,2000,Arkansas,"Gore, Al",democrat,921781,1925961.0,6.0,422768,0,45.86
1892,2000,Arkansas,Other,natural law,921781,1925961.0,6.0,1098,0,0.12
1893,2000,Arkansas,Other,green,921781,1925961.0,6.0,13421,0,1.46
1894,2000,Arkansas,Other,taxpayers party,921781,1925961.0,6.0,1415,0,0.15
1895,2000,California,Other,libertarian,10965822,19685258.0,54.0,45520,0,0.42
1896,2000,California,Other,reform party,10965822,19685258.0,54.0,44987,0,0.41
1897,2000,California,"Bush, George W.",republican,10965822,19685258.0,54.0,4567429,0,41.65
1898,2000,California,"Gore, Al",democrat,10965822,19685258.0,54.0,5861203,1,53.45
1899,2000,California,Other,natural law,10965822,19685258.0,54.0,10934,0,0.1
1900,2000,California,Other,green,10965822,19685258.0,54.0,418707,0,3.82
1901,2000,California,Other,taxpayers party,10965822,19685258.0,54.0,17042,0,0.16
1902,2000,Colorado,Other,libertarian,1741368,3026316.0,8.0,12799,0,0.73
1903,2000,Colorado,"Bush, George W.",republican,1741368,3026316.0,8.0,883748,1,50.75
1904,2000,Colorado,Other,prohibition,1741368,3026316.0,8.0,208,0,0.01
1905,2000,Colorado,"Gore, Al",democrat,1741368,3026316.0,8.0,738227,0,42.39
1906,2000,Colorado,Other,natural law,1741368,3026316.0,8.0,12705,0,0.73
1907,2000,Colorado,Other,socialist workers,1741368,3026316.0,8.0,216,0,0.01
1908,2000,Colorado,Other,socialist,1741368,3026316.0,8.0,712,0,0.04
1909,2000,Colorado,Other,green,1741368,3026316.0,8.0,91434,0,5.25
1910,2000,Colorado,Other,taxpayers party,1741368,3026316.0,8.0,1319,0,0.08
1911,2000,Connecticut,Other,libertarian,1459525,2357687.0,8.0,3484,0,0.24
1912,2000,Connecticut,Other,reform party,1459525,2357687.0,8.0,4731,0,0.32
1913,2000,Connecticut,"Bush, George W.",republican,1459525,2357687.0,8.0,561094,0,38.44
1914,2000,Connecticut,"Gore, Al",democrat,1459525,2357687.0,8.0,816015,1,55.91
1915,2000,Connecticut,Other,green,1459525,2357687.0,8.0,64452,0,4.42
1916,2000,Connecticut,Other,taxpayers party,1459525,2357687.0,8.0,9695,0,0.66
1917,2000,Delaware,Other,libertarian,327529,554863.0,3.0,774,0,0.24
1918,2000,Delaware,Other,reform party,327529,554863.0,3.0,777,0,0.24
1919,2000,Delaware,"Bush, George W.",republican,327529,554863.0,3.0,137288,0,41.92
1920,2000,Delaware,"Gore, Al",democrat,327529,554863.0,3.0,180068,1,54.98
1921,2000,Delaware,Other,natural law,327529,554863.0,3.0,107,0,0.03
1922,2000,Delaware,Other,green,327529,554863.0,3.0,8307,0,2.54
1923,2000,Delaware,Other,taxpayers party,327529,554863.0,3.0,208,0,0.06
1924,2000,Florida,Other,libertarian,5963110,10667193.0,25.0,16415,0,0.28
1925,2000,Florida,Other,reform party,5963110,10667193.0,25.0,17484,0,0.29
1926,2000,Florida,"Bush, George W.",republican,5963110,10667193.0,25.0,2912790,1,48.85
1927,2000,Florida,"Gore, Al",democrat,5963110,10667193.0,25.0,2912253,0,48.84
1928,2000,Florida,Other,natural law,5963110,10667193.0,25.0,2281,0,0.04
1929,2000,Florida,Other,socialist workers,5963110,10667193.0,25.0,562,0,0.01
1930,2000,Florida,Other,socialist,5963110,10667193.0,25.0,622,0,0.01
1931,2000,Florida,Other,workers world,5963110,10667193.0,25.0,1804,0,0.03
1932,2000,Florida,Other,green,5963110,10667193.0,25.0,97488,0,1.63
1933,2000,Florida,Other,taxpayers party,5963110,10667193.0,25.0,1371,0,0.02
1934,2000,Georgia,Other,libertarian,2583208,5639668.0,13.0,36332,0,1.41
1935,2000,Georgia,Other,reform party,2583208,5639668.0,13.0,10926,0,0.42
1936,2000,Georgia,"Bush, George W.",republican,2583208,5639668.0,13.0,1419720,1,54.96
1937,2000,Georgia,"Gore, Al",democrat,2583208,5639668.0,13.0,1116230,0,43.21
1938,2000,Hawaii,Other,libertarian,367951,832642.0,4.0,1477,0,0.4
1939,2000,Hawaii,Other,reform party,367951,832642.0,4.0,1071,0,0.29
1940,2000,Hawaii,"Bush, George W.",republican,367951,832642.0,4.0,137845,0,37.46
1941,2000,Hawaii,"Gore, Al",democrat,367951,832642.0,4.0,205286,1,55.79
1942,2000,Hawaii,Other,natural law,367951,832642.0,4.0,306,0,0.08
1943,2000,Hawaii,Other,green,367951,832642.0,4.0,21623,0,5.88
1944,2000,Hawaii,Other,taxpayers party,367951,832642.0,4.0,343,0,0.09
1945,2000,Idaho,Other,libertarian,501615,877406.0,4.0,3488,0,0.7
1946,2000,Idaho,Other,reform party,501615,877406.0,4.0,7615,0,1.52
1947,2000,Idaho,"Bush, George W.",republican,501615,877406.0,4.0,336937,1,67.17
1948,2000,Idaho,"Gore, Al",democrat,501615,877406.0,4.0,138637,0,27.64
1949,2000,Idaho,Other,natural law,501615,877406.0,4.0,1177,0,0.23
1950,2000,Idaho,Other,green,501615,877406.0,4.0,12292,0,2.45
1951,2000,Idaho,Other,taxpayers party,501615,877406.0,4.0,1469,0,0.29
1952,2000,Illinois,Other,libertarian,4742108,8432600.0,22.0,11623,0,0.25
1953,2000,Illinois,Other,reform party,4742108,8432600.0,22.0,2127,0,0.04
1954,2000,Illinois,"Bush, George W.",republican,4742108,8432600.0,22.0,2019421,0,42.58
1955,2000,Illinois,"Gore, Al",democrat,4742108,8432600.0,22.0,2589026,1,54.6
1956,2000,Illinois,Other,green,4742108,8432600.0,22.0,103759,0,2.19
1957,2000,Indiana,Other,libertarian,2199302,4424909.0,12.0,15530,0,0.71
1958,2000,Indiana,Other,reform party,2199302,4424909.0,12.0,16959,0,0.77
1959,2000,Indiana,"Bush, George W.",republican,2199302,4424909.0,12.0,1245836,1,56.65
1960,2000,Indiana,"Gore, Al",democrat,2199302,4424909.0,12.0,901980,0,41.01
1961,2000,Iowa,Other,libertarian,1353022,2082950.0,7.0,3209,0,0.24
1962,2000,Iowa,Other,reform party,1353022,2082950.0,7.0,5731,0,0.42
1963,2000,Iowa,"Bush, George W.",republican,1353022,2082950.0,7.0,634373,0,46.89
1964,2000,Iowa,"Gore, Al",democrat,1353022,2082950.0,7.0,638517,1,47.19
1965,2000,Iowa,Other,natural law,1353022,2082950.0,7.0,2281,0,0.17
1966,2000,Iowa,Other,socialist workers,1353022,2082950.0,7.0,190,0,0.01
1967,2000,Iowa,Other,socialist,1353022,2082950.0,7.0,107,0,0.01
1968,2000,Iowa,Other,green,1353022,2082950.0,7.0,29374,0,2.17
1969,2000,Iowa,Other,taxpayers party,1353022,2082950.0,7.0,613,0,0.05
1970,2000,Iowa,Other,unknown,1353022,2082950.0,7.0,1168,0,0.09
1971,2000,Kansas,Other,libertarian,1072216,1927950.0,6.0,4525,0,0.42
1972,2000,Kansas,Other,reform party,1072216,1927950.0,6.0,7370,0,0.69
1973,2000,Kansas,"Bush, George W.",republican,1072216,1927950.0,6.0,622332,1,58.04
1974,2000,Kansas,"Gore, Al",democrat,1072216,1927950.0,6.0,399276,0,37.24
1975,2000,Kansas,Other,taxpayers party,1072216,1927950.0,6.0,1254,0,0.12
1976,2000,Kentucky,Other,libertarian,1544106,2955628.0,8.0,2885,0,0.19
1977,2000,Kentucky,Other,reform party,1544106,2955628.0,8.0,4152,0,0.27
1978,2000,Kentucky,"Bush, George W.",republican,1544106,2955628.0,8.0,872520,1,56.51
1979,2000,Kentucky,"Gore, Al",democrat,1544106,2955628.0,8.0,638923,0,41.38
1980,2000,Kentucky,Other,natural law,1544106,2955628.0,8.0,1513,0,0.1
1981,2000,Kentucky,Other,green,1544106,2955628.0,8.0,23118,0,1.5
1982,2000,Louisiana,Other,libertarian,1765656,3130267.0,9.0,2951,0,0.17
1983,2000,Louisiana,Other,reform party,1765656,3130267.0,9.0,14356,0,0.81
1984,2000,Louisiana,"Bush, George W.",republican,1765656,3130267.0,9.0,927871,1,52.55
1985,2000,Louisiana,"Gore, Al",democrat,1765656,3130267.0,9.0,792344,0,44.88
1986,2000,Louisiana,Other,natural law,1765656,3130267.0,9.0,1075,0,0.06
1987,2000,Louisiana,Other,socialist workers,1765656,3130267.0,9.0,1103,0,0.06
1988,2000,Louisiana,Other,green,1765656,3130267.0,9.0,20473,0,1.16
1989,2000,Louisiana,Other,taxpayers party,1765656,3130267.0,9.0,5483,0,0.31
1990,2000,Maine,Other,libertarian,651817,969292.0,4.0,3074,0,0.47
1991,2000,Maine,Other,reform party,651817,969292.0,4.0,4443,0,0.68
1992,2000,Maine,"Bush, George W.",republican,651817,969292.0,4.0,286616,0,43.97
1993,2000,Maine,"Gore, Al",democrat,651817,969292.0,4.0,319951,1,49.09
1994,2000,Maine,Other,green,651817,969292.0,4.0,37127,0,5.7
1995,2000,Maine,Other,unknown,651817,969292.0,4.0,27,0,0.0
1996,2000,Maine,Other,taxpayers party,651817,969292.0,4.0,579,0,0.09
1997,2000,Maryland,Other,libertarian,2025212,3649631.0,10.0,5310,0,0.26
1998,2000,Maryland,Other,reform party,2025212,3649631.0,10.0,4248,0,0.21
1999,2000,Maryland,"Bush, George W.",republican,2025212,3649631.0,10.0,813827,0,40.18
2000,2000,Maryland,"Gore, Al",democrat,2025212,3649631.0,10.0,1144008,1,56.49
2001,2000,Maryland,Other,green,2025212,3649631.0,10.0,53768,0,2.65
2002,2000,Maryland,Other,unknown,2025212,3649631.0,10.0,1477,0,0.07
2003,2000,Maryland,Other,taxpayers party,2025212,3649631.0,10.0,918,0,0.05
2004,2000,Massachusetts,Other,unknown,2733964,4517052.0,12.0,31022,0,1.13
2005,2000,Massachusetts,Other,libertarian,2733964,4517052.0,12.0,16366,0,0.6
2006,2000,Massachusetts,Other,reform party,2733964,4517052.0,12.0,11149,0,0.41
2007,2000,Massachusetts,"Bush, George W.",republican,2733964,4517052.0,12.0,878502,0,32.13
2008,2000,Massachusetts,"Gore, Al",democrat,2733964,4517052.0,12.0,1616487,1,59.13
2009,2000,Massachusetts,Other,natural law,2733964,4517052.0,12.0,2884,0,0.11
2010,2000,Massachusetts,Other,green,2733964,4517052.0,12.0,173564,0,6.35
2011,2000,Massachusetts,Other,unknown,2733964,4517052.0,12.0,3990,0,0.15
2012,2000,Michigan,Other,libertarian,4232501,7070702.0,18.0,16711,0,0.39
2013,2000,Michigan,"Bush, George W.",republican,4232501,7070702.0,18.0,1953139,0,46.15
2014,2000,Michigan,"Gore, Al",democrat,4232501,7070702.0,18.0,2170418,1,51.28
2015,2000,Michigan,Other,natural law,4232501,7070702.0,18.0,2426,0,0.06
2016,2000,Michigan,Other,green,4232501,7070702.0,18.0,84165,0,1.99
2017,2000,Michigan,Other,taxpayers party,4232501,7070702.0,18.0,3791,0,0.09
2018,2000,Minnesota,Other,libertarian,2438685,3506432.0,10.0,5282,0,0.22
2019,2000,Minnesota,Other,reform party,2438685,3506432.0,10.0,24460,0,1.0
2020,2000,Minnesota,"Bush, George W.",republican,2438685,3506432.0,10.0,1109659,0,45.5
2021,2000,Minnesota,"Gore, Al",democrat,2438685,3506432.0,10.0,1168266,1,47.91
2022,2000,Minnesota,Other,socialist workers,2438685,3506432.0,10.0,1022,0,0.04
2023,2000,Minnesota,Other,green,2438685,3506432.0,10.0,126696,0,5.2
2024,2000,Minnesota,Other,taxpayers party,2438685,3506432.0,10.0,3272,0,0.13
2025,2000,Mississippi,Other,libertarian,994184,2024650.0,7.0,2009,0,0.2
2026,2000,Mississippi,Other,reform party,994184,2024650.0,7.0,2265,0,0.23
2027,2000,Mississippi,"Bush, George W.",republican,994184,2024650.0,7.0,572844,1,57.62
2028,2000,Mississippi,"Gore, Al",democrat,994184,2024650.0,7.0,404614,0,40.7
2029,2000,Mississippi,Other,natural law,994184,2024650.0,7.0,450,0,0.05
2030,2000,Mississippi,Other,taxpayers party,994184,2024650.0,7.0,3267,0,0.33
2031,2000,Missouri,Other,libertarian,2359892,4052255.0,11.0,7436,0,0.32
2032,2000,Missouri,Other,reform party,2359892,4052255.0,11.0,9818,0,0.42
2033,2000,Missouri,"Bush, George W.",republican,2359892,4052255.0,11.0,1189924,1,50.42
2034,2000,Missouri,"Gore, Al",democrat,2359892,4052255.0,11.0,1111138,0,47.08
2035,2000,Missouri,Other,natural law,2359892,4052255.0,11.0,1104,0,0.05
2036,2000,Missouri,Other,green,2359892,4052255.0,11.0,38515,0,1.63
2037,2000,Missouri,Other,taxpayers party,2359892,4052255.0,11.0,1957,0,0.08
2038,2000,Montana,Other,libertarian,410986,667525.0,3.0,1718,0,0.42
2039,2000,Montana,Other,reform party,410986,667525.0,3.0,5697,0,1.39
2040,2000,Montana,"Bush, George W.",republican,410986,667525.0,3.0,240178,1,58.44
2041,2000,Montana,"Gore, Al",democrat,410986,667525.0,3.0,137126,0,33.37
2042,2000,Montana,Other,natural law,410986,667525.0,3.0,675,0,0.16
2043,2000,Montana,Other,green,410986,667525.0,3.0,24437,0,5.95
2044,2000,Montana,Other,taxpayers party,410986,667525.0,3.0,1155,0,0.28
2045,2000,Nebraska,Other,libertarian,697019,1224178.0,5.0,2245,0,0.32
2046,2000,Nebraska,"Bush, George W.",republican,697019,1224178.0,5.0,433862,1,62.25
2047,2000,Nebraska,"Gore, Al",democrat,697019,1224178.0,5.0,231780,0,33.25
2048,2000,Nebraska,Other,green,697019,1224178.0,5.0,24540,0,3.52
2049,2000,Nevada,Other,unknown,609426,1346116.0,4.0,282,0,0.05
2050,2000,Nevada,Other,libertarian,609426,1346116.0,4.0,3311,0,0.54
2051,2000,Nevada,Other,reform party,609426,1346116.0,4.0,4747,0,0.78
2052,2000,Nevada,"Bush, George W.",republican,609426,1346116.0,4.0,301575,1,49.49
2053,2000,Nevada,"Gore, Al",democrat,609426,1346116.0,4.0,279978,0,45.94
2054,2000,Nevada,Other,natural law,609426,1346116.0,4.0,415,0,0.07
2055,2000,Nevada,Other,green,609426,1346116.0,4.0,15008,0,2.46
2056,2000,Nevada,Other,unknown,609426,1346116.0,4.0,3315,0,0.54
2057,2000,Nevada,Other,unknown,609426,1346116.0,4.0,174,0,0.03
2058,2000,Nevada,Other,taxpayers party,609426,1346116.0,4.0,621,0,0.1
2059,2000,New Hampshire,Other,libertarian,569081,890622.0,4.0,2757,0,0.48
2060,2000,New Hampshire,Other,reform party,569081,890622.0,4.0,2615,0,0.46
2061,2000,New Hampshire,"Bush, George W.",republican,569081,890622.0,4.0,273559,1,48.07
2062,2000,New Hampshire,"Gore, Al",democrat,569081,890622.0,4.0,266348,0,46.8
2063,2000,New Hampshire,Other,green,569081,890622.0,4.0,22198,0,3.9
2064,2000,New Jersey,"Bush, George W.",republican,3187226,5601788.0,15.0,1284173,0,40.29
2065,2000,New Jersey,"Gore, Al",democrat,3187226,5601788.0,15.0,1788850,1,56.13
2066,2000,New Mexico,Other,libertarian,598605,1234088.0,5.0,2058,0,0.34
2067,2000,New Mexico,Other,reform party,598605,1234088.0,5.0,1392,0,0.23
2068,2000,New Mexico,"Bush, George W.",republican,598605,1234088.0,5.0,286417,0,47.85
2069,2000,New Mexico,"Gore, Al",democrat,598605,1234088.0,5.0,286783,1,47.91
2070,2000,New Mexico,Other,natural law,598605,1234088.0,5.0,361,0,0.06
2071,2000,New Mexico,Other,green,598605,1234088.0,5.0,21251,0,3.55
2072,2000,New Mexico,Other,taxpayers party,598605,1234088.0,5.0,343,0,0.06
2073,2000,New York,Other,unknown,6960215,12380208.0,33.0,138216,0,1.99
2074,2000,New York,Other,libertarian,6960215,12380208.0,33.0,7649,0,0.11
2075,2000,New York,Other,reform party,6960215,12380208.0,33.0,31599,0,0.45
2076,2000,New York,"Bush, George W.",republican,6960215,12380208.0,33.0,2403374,0,34.53
2077,2000,New York,"Gore, Al",democrat,6960215,12380208.0,33.0,4107697,1,59.02
2078,2000,New York,Other,natural law,6960215,12380208.0,33.0,24361,0,0.35
2079,2000,New York,Other,socialist workers,6960215,12380208.0,33.0,1789,0,0.03
2080,2000,New York,Other,green,6960215,12380208.0,33.0,244030,0,3.51
2081,2000,New York,Other,taxpayers party,6960215,12380208.0,33.0,1498,0,0.02
2082,2000,North Carolina,Other,libertarian,2914990,5744241.0,14.0,13891,0,0.48
2083,2000,North Carolina,Other,reform party,2914990,5744241.0,14.0,8874,0,0.3
2084,2000,North Carolina,"Bush, George W.",republican,2914990,5744241.0,14.0,1631163,1,55.96
2085,2000,North Carolina,"Gore, Al",democrat,2914990,5744241.0,14.0,1257692,0,43.15
2086,2000,North Carolina,Other,socialist,2914990,5744241.0,14.0,3370,0,0.12
2087,2000,North Dakota,Other,reform party,288256,477968.0,3.0,7288,0,2.53
2088,2000,North Dakota,"Bush, George W.",republican,288256,477968.0,3.0,174852,1,60.66
2089,2000,North Dakota,"Gore, Al",democrat,288256,477968.0,3.0,95284,0,33.06
2090,2000,North Dakota,Other,taxpayers party,288256,477968.0,3.0,373,0,0.13
2091,2000,Ohio,Other,libertarian,4701998,8295592.0,21.0,13473,0,0.29
2092,2000,Ohio,"Bush, George W.",republican,4701998,8295592.0,21.0,2350363,1,49.99
2093,2000,Ohio,"Gore, Al",democrat,4701998,8295592.0,21.0,2183628,0,46.44
2094,2000,Ohio,Other,natural law,4701998,8295592.0,21.0,6181,0,0.13
2095,2000,Ohio,Other,unknown,4701998,8295592.0,21.0,148353,0,3.16
2096,2000,Oklahoma,Other,libertarian,1234229,2475220.0,8.0,6602,0,0.53
2097,2000,Oklahoma,Other,reform party,1234229,2475220.0,8.0,9014,0,0.73
2098,2000,Oklahoma,"Bush, George W.",republican,1234229,2475220.0,8.0,744337,1,60.31
2099,2000,Oklahoma,"Gore, Al",democrat,1234229,2475220.0,8.0,474276,0,38.43
2100,2000,Oregon,Other,libertarian,1533950,2364402.0,7.0,7447,0,0.49
2101,2000,Oregon,Other,reform party,1533950,2364402.0,7.0,9637,0,0.63
2102,2000,Oregon,"Bush, George W.",republican,1533950,2364402.0,7.0,713577,0,46.52
2103,2000,Oregon,"Gore, Al",democrat,1533950,2364402.0,7.0,720342,1,46.96
2104,2000,Oregon,Other,green,1533950,2364402.0,7.0,77357,0,5.04
2105,2000,Oregon,Other,unknown,1533950,2364402.0,7.0,3401,0,0.22
2106,2000,Oregon,Other,taxpayers party,1533950,2364402.0,7.0,2189,0,0.14
2107,2000,Pennsylvania,Other,libertarian,4912185,9086897.0,23.0,11248,0,0.23
2108,2000,Pennsylvania,Other,reform party,4912185,9086897.0,23.0,16023,0,0.33
2109,2000,Pennsylvania,"Bush, George W.",republican,4912185,9086897.0,23.0,2281127,0,46.44
2110,2000,Pennsylvania,"Gore, Al",democrat,4912185,9086897.0,23.0,2485967,1,50.61
2111,2000,Pennsylvania,Other,green,4912185,9086897.0,23.0,103392,0,2.1
2112,2000,Pennsylvania,Other,taxpayers party,4912185,9086897.0,23.0,14428,0,0.29
2113,2000,Rhode Island,Other,libertarian,409112,753877.0,4.0,742,0,0.18
2114,2000,Rhode Island,Other,reform party,409112,753877.0,4.0,2273,0,0.56
2115,2000,Rhode Island,"Bush, George W.",republican,409112,753877.0,4.0,130555,0,31.91
2116,2000,Rhode Island,"Gore, Al",democrat,409112,753877.0,4.0,249508,1,60.99
2117,2000,Rhode Island,Other,natural law,409112,753877.0,4.0,271,0,0.07
2118,2000,Rhode Island,Other,workers world,409112,753877.0,4.0,199,0,0.05
2119,2000,Rhode Island,Other,green,409112,753877.0,4.0,25052,0,6.12
2120,2000,Rhode Island,Other,taxpayers party,409112,753877.0,4.0,97,0,0.02
2121,2000,South Carolina,Other,libertarian,1383902,2944326.0,8.0,4760,0,0.34
2122,2000,South Carolina,Other,reform party,1383902,2944326.0,8.0,3309,0,0.24
2123,2000,South Carolina,"Bush, George W.",republican,1383902,2944326.0,8.0,786892,1,56.86
2124,2000,South Carolina,"Gore, Al",democrat,1383902,2944326.0,8.0,566037,0,40.9
2125,2000,South Carolina,Other,natural law,1383902,2944326.0,8.0,943,0,0.07
2126,2000,South Carolina,Other,green,1383902,2944326.0,8.0,20279,0,1.47
2127,2000,South Dakota,Other,libertarian,316269,548498.0,3.0,1662,0,0.53
2128,2000,South Dakota,Other,reform party,316269,548498.0,3.0,3322,0,1.05
2129,2000,South Dakota,"Bush, George W.",republican,316269,548498.0,3.0,190700,1,60.3
2130,2000,South Dakota,"Gore, Al",democrat,316269,548498.0,3.0,118804,0,37.56
2131,2000,South Dakota,Other,taxpayers party,316269,548498.0,3.0,1781,0,0.56
2132,2000,Tennessee,"Bush, George W.",republican,2076181,4162996.0,11.0,1061949,1,51.15
2133,2000,Tennessee,"Gore, Al",democrat,2076181,4162996.0,11.0,981720,0,47.28
2134,2000,Texas,Other,libertarian,6407637,13033081.0,32.0,23160,0,0.36
2135,2000,Texas,"Bush, George W.",republican,6407637,13033081.0,32.0,3799639,1,59.3
2136,2000,Texas,"Gore, Al",democrat,6407637,13033081.0,32.0,2433746,0,37.98
2137,2000,Texas,Other,green,6407637,13033081.0,32.0,137994,0,2.15
2138,2000,Utah,Other,libertarian,770754,1431668.0,5.0,3616,0,0.47
2139,2000,Utah,Other,reform party,770754,1431668.0,5.0,9319,0,1.21
2140,2000,Utah,"Bush, George W.",republican,770754,1431668.0,5.0,515096,1,66.83
2141,2000,Utah,"Gore, Al",democrat,770754,1431668.0,5.0,203053,0,26.34
2142,2000,Utah,Other,natural law,770754,1431668.0,5.0,763,0,0.1
2143,2000,Utah,Other,socialist workers,770754,1431668.0,5.0,186,0,0.02
2144,2000,Utah,Other,green,770754,1431668.0,5.0,35850,0,4.65
2145,2000,Utah,Other,taxpayers party,770754,1431668.0,5.0,2709,0,0.35
2146,2000,Vermont,Other,libertarian,294308,459174.0,3.0,784,0,0.27
2147,2000,Vermont,Other,reform party,294308,459174.0,3.0,2192,0,0.74
2148,2000,Vermont,"Bush, George W.",republican,294308,459174.0,3.0,119775,0,40.7
2149,2000,Vermont,Other,vermont grassroots,294308,459174.0,3.0,1044,0,0.35
2150,2000,Vermont,"Gore, Al",democrat,294308,459174.0,3.0,149022,1,50.63
2151,2000,Vermont,Other,natural law,294308,459174.0,3.0,219,0,0.07
2152,2000,Vermont,Other,socialist workers,294308,459174.0,3.0,70,0,0.02
2153,2000,Vermont,Other,socialist,294308,459174.0,3.0,161,0,0.05
2154,2000,Vermont,Other,green,294308,459174.0,3.0,20374,0,6.92
2155,2000,Vermont,Other,taxpayers party,294308,459174.0,3.0,153,0,0.05
2156,2000,Virginia,Other,libertarian,2739447,5069265.0,13.0,15198,0,0.55
2157,2000,Virginia,Other,reform party,2739447,5069265.0,13.0,5455,0,0.2
2158,2000,Virginia,"Bush, George W.",republican,2739447,5069265.0,13.0,1437490,1,52.47
